id	ts	host	level	latency_ms	bytes	msg
1531	1700019903	worker-b	INFO	817	26091	retry scheduled
1532	1700019916	cache-1	INFO	824	26108	timeout waiting on upstream
1533	1700019929	web-1	WARN	831	26125	wrote batch
1534	1700019942	web-2	DEBUG	838	26142	auth ok
1535	1700019955	api-1	ERROR	845	26159	rate limited
1536	1700019968	api-2	INFO	852	26176	accepted connection
1537	1700019981	worker-a	INFO	859	26193	query ok
1538	1700019994	worker-b	INFO	866	26210	cache miss
1539	1700020007	cache-1	WARN	873	26227	retry scheduled
1540	1700020020	web-1	DEBUG	880	26244	timeout waiting on upstream
1541	1700020033	web-2	ERROR	887	26261	wrote batch
1542	1700020046	api-1	INFO	894	26278	auth ok
1543	1700020059	api-2	INFO	1	26295	rate limited
1544	1700020072	worker-a	INFO	8	26312	accepted connection
1545	1700020085	worker-b	WARN	15	26329	query ok
1546	1700020098	cache-1	DEBUG	22	26346	cache miss
1547	1700020111	web-1	ERROR	29	26363	retry scheduled
1548	1700020124	web-2	INFO	36	26380	timeout waiting on upstream
1549	1700020137	api-1	INFO	43	26397	wrote batch
1550	1700020150	api-2	INFO	50	26414	auth ok
1551	1700020163	worker-a	WARN	57	26431	rate limited
1552	1700020176	worker-b	DEBUG	64	26448	accepted connection
1553	1700020189	cache-1	ERROR	71	26465	query ok
1554	1700020202	web-1	INFO	78	26482	cache miss
1555	1700020215	web-2	INFO	85	26499	retry scheduled
1556	1700020228	api-1	INFO	92	26516	timeout waiting on upstream
1557	1700020241	api-2	WARN	99	26533	wrote batch
1558	1700020254	worker-a	DEBUG	106	26550	auth ok
1559	1700020267	worker-b	ERROR	113	26567	rate limited
1560	1700020280	cache-1	INFO	120	26584	accepted connection
1561	1700020293	web-1	INFO	127	26601	query ok
1562	1700020306	web-2	INFO	134	26618	cache miss
1563	1700020319	api-1	WARN	141	26635	retry scheduled
1564	1700020332	api-2	DEBUG	148	26652	timeout waiting on upstream
1565	1700020345	worker-a	ERROR	155	26669	wrote batch
1566	1700020358	worker-b	INFO	162	26686	auth ok
1567	1700020371	cache-1	INFO	169	26703	rate limited
1568	1700020384	web-1	INFO	176	26720	accepted connection
1569	1700020397	web-2	WARN	183	26737	query ok
1570	1700020410	api-1	DEBUG	190	26754	cache miss
1571	1700020423	api-2	ERROR	197	26771	retry scheduled
1572	1700020436	worker-a	INFO	204	26788	timeout waiting on upstream
1573	1700020449	worker-b	INFO	211	26805	wrote batch
1574	1700020462	cache-1	INFO	218	26822	auth ok
1575	1700020475	web-1	WARN	225	26839	rate limited
1576	1700020488	web-2	DEBUG	232	26856	accepted connection
1577	1700020501	api-1	ERROR	239	26873	query ok
1578	1700020514	api-2	INFO	246	26890	cache miss
1579	1700020527	worker-a	INFO	253	26907	retry scheduled
1580	1700020540	worker-b	INFO	260	26924	timeout waiting on upstream
1581	1700020553	cache-1	WARN	267	26941	wrote batch
1582	1700020566	web-1	DEBUG	274	26958	auth ok
1583	1700020579	web-2	ERROR	281	26975	rate limited
1584	1700020592	api-1	INFO	288	26992	accepted connection
1585	1700020605	api-2	INFO	295	27009	query ok
1586	1700020618	worker-a	INFO	302	27026	cache miss
1587	1700020631	worker-b	WARN	309	27043	retry scheduled
1588	1700020644	cache-1	DEBUG	316	27060	timeout waiting on upstream
1589	1700020657	web-1	ERROR	323	27077	wrote batch
1590	1700020670	web-2	INFO	330	27094	auth ok
1591	1700020683	api-1	INFO	337	27111	rate limited
1592	1700020696	api-2	INFO	344	27128	accepted connection
1593	1700020709	worker-a	WARN	351	27145	query ok
1594	1700020722	worker-b	DEBUG	358	27162	cache miss
1595	1700020735	cache-1	ERROR	365	27179	retry scheduled
1596	1700020748	web-1	INFO	372	27196	timeout waiting on upstream
1597	1700020761	web-2	INFO	379	27213	wrote batch
1598	1700020774	api-1	INFO	386	27230	auth ok
1599	1700020787	api-2	WARN	393	27247	rate limited
1600	1700020800	worker-a	DEBUG	400	27264	accepted connection
1601	1700020813	worker-b	ERROR	407	27281	query ok
1602	1700020826	cache-1	INFO	414	27298	cache miss
1603	1700020839	web-1	INFO	421	27315	retry scheduled
1604	1700020852	web-2	INFO	428	27332	timeout waiting on upstream
1605	1700020865	api-1	WARN	435	27349	wrote batch
1606	1700020878	api-2	DEBUG	442	27366	auth ok
1607	1700020891	worker-a	ERROR	449	27383	rate limited
1608	1700020904	worker-b	INFO	456	27400	accepted connection
1609	1700020917	cache-1	INFO	463	27417	query ok
1610	1700020930	web-1	INFO	470	27434	cache miss
1611	1700020943	web-2	WARN	477	27451	retry scheduled
1612	1700020956	api-1	DEBUG	484	27468	timeout waiting on upstream
1613	1700020969	api-2	ERROR	491	27485	wrote batch
1614	1700020982	worker-a	INFO	498	27502	auth ok
1615	1700020995	worker-b	INFO	505	27519	rate limited
1616	1700021008	cache-1	INFO	512	27536	accepted connection
1617	1700021021	web-1	WARN	519	27553	query ok
1618	1700021034	web-2	DEBUG	526	27570	cache miss
1619	1700021047	api-1	ERROR	533	27587	retry scheduled
1620	1700021060	api-2	INFO	540	27604	timeout waiting on upstream
1621	1700021073	worker-a	INFO	547	27621	wrote batch
1622	1700021086	worker-b	INFO	554	27638	auth ok
1623	1700021099	cache-1	WARN	561	27655	rate limited
1624	1700021112	web-1	DEBUG	568	27672	accepted connection
1625	1700021125	web-2	ERROR	575	27689	query ok
1626	1700021138	api-1	INFO	582	27706	cache miss
1627	1700021151	api-2	INFO	589	27723	retry scheduled
1628	1700021164	worker-a	INFO	596	27740	timeout waiting on upstream
1629	1700021177	worker-b	WARN	603	27757	wrote batch
1630	1700021190	cache-1	DEBUG	610	27774	auth ok
1631	1700021203	web-1	ERROR	617	27791	rate limited
1632	1700021216	web-2	INFO	624	27808	accepted connection
1633	1700021229	api-1	INFO	631	27825	query ok
1634	1700021242	api-2	INFO	638	27842	cache miss
1635	1700021255	worker-a	WARN	645	27859	retry scheduled
1636	1700021268	worker-b	DEBUG	652	27876	timeout waiting on upstream
1637	1700021281	cache-1	ERROR	659	27893	wrote batch
1638	1700021294	web-1	INFO	666	27910	auth ok
1639	1700021307	web-2	INFO	673	27927	rate limited
1640	1700021320	api-1	INFO	680	27944	accepted connection
1641	1700021333	api-2	WARN	687	27961	query ok
1642	1700021346	worker-a	DEBUG	694	27978	cache miss
1643	1700021359	worker-b	ERROR	701	27995	retry scheduled
1644	1700021372	cache-1	INFO	708	28012	timeout waiting on upstream
1645	1700021385	web-1	INFO	715	28029	wrote batch
1646	1700021398	web-2	INFO	722	28046	auth ok
1647	1700021411	api-1	WARN	729	28063	rate limited
1648	1700021424	api-2	DEBUG	736	28080	accepted connection
1649	1700021437	worker-a	ERROR	743	28097	query ok
1650	1700021450	worker-b	INFO	750	28114	cache miss
1651	1700021463	cache-1	INFO	757	28131	retry scheduled
1652	1700021476	web-1	INFO	764	28148	timeout waiting on upstream
1653	1700021489	web-2	WARN	771	28165	wrote batch
1654	1700021502	api-1	DEBUG	778	28182	auth ok
1655	1700021515	api-2	ERROR	785	28199	rate limited
1656	1700021528	worker-a	INFO	792	28216	accepted connection
1657	1700021541	worker-b	INFO	799	28233	query ok
1658	1700021554	cache-1	INFO	806	28250	cache miss
1659	1700021567	web-1	WARN	813	28267	retry scheduled
1660	1700021580	web-2	DEBUG	820	28284	timeout waiting on upstream
1661	1700021593	api-1	ERROR	827	28301	wrote batch
1662	1700021606	api-2	INFO	834	28318	auth ok
1663	1700021619	worker-a	INFO	841	28335	rate limited
1664	1700021632	worker-b	INFO	848	28352	accepted connection
1665	1700021645	cache-1	WARN	855	28369	query ok
1666	1700021658	web-1	DEBUG	862	28386	cache miss
1667	1700021671	web-2	ERROR	869	28403	retry scheduled
1668	1700021684	api-1	INFO	876	28420	timeout waiting on upstream
1669	1700021697	api-2	INFO	883	28437	wrote batch
1670	1700021710	worker-a	INFO	890	28454	auth ok
1671	1700021723	worker-b	WARN	897	28471	rate limited
1672	1700021736	cache-1	DEBUG	4	28488	accepted connection
1673	1700021749	web-1	ERROR	11	28505	query ok
1674	1700021762	web-2	INFO	18	28522	cache miss
1675	1700021775	api-1	INFO	25	28539	retry scheduled
1676	1700021788	api-2	INFO	32	28556	timeout waiting on upstream
1677	1700021801	worker-a	WARN	39	28573	wrote batch
1678	1700021814	worker-b	DEBUG	46	28590	auth ok
1679	1700021827	cache-1	ERROR	53	28607	rate limited
1680	1700021840	web-1	INFO	60	28624	accepted connection
1681	1700021853	web-2	INFO	67	28641	query ok
1682	1700021866	api-1	INFO	74	28658	cache miss
1683	1700021879	api-2	WARN	81	28675	retry scheduled
1684	1700021892	worker-a	DEBUG	88	28692	timeout waiting on upstream
1685	1700021905	worker-b	ERROR	95	28709	wrote batch
1686	1700021918	cache-1	INFO	102	28726	auth ok
1687	1700021931	web-1	INFO	109	28743	rate limited
1688	1700021944	web-2	INFO	116	28760	accepted connection
1689	1700021957	api-1	WARN	123	28777	query ok
1690	1700021970	api-2	DEBUG	130	28794	cache miss
1691	1700021983	worker-a	ERROR	137	28811	retry scheduled
1692	1700021996	worker-b	INFO	144	28828	timeout waiting on upstream
1693	1700022009	cache-1	INFO	151	28845	wrote batch
1694	1700022022	web-1	INFO	158	28862	auth ok
1695	1700022035	web-2	WARN	165	28879	rate limited
1696	1700022048	api-1	DEBUG	172	28896	accepted connection
1697	1700022061	api-2	ERROR	179	28913	query ok
1698	1700022074	worker-a	INFO	186	28930	cache miss
1699	1700022087	worker-b	INFO	193	28947	retry scheduled
1700	1700022100	cache-1	INFO	200	28964	timeout waiting on upstream
1701	1700022113	web-1	WARN	207	28981	wrote batch
1702	1700022126	web-2	DEBUG	214	28998	auth ok
1703	1700022139	api-1	ERROR	221	29015	rate limited
1704	1700022152	api-2	INFO	228	29032	accepted connection
1705	1700022165	worker-a	INFO	235	29049	query ok
1706	1700022178	worker-b	INFO	242	29066	cache miss
1707	1700022191	cache-1	WARN	249	29083	retry scheduled
1708	1700022204	web-1	DEBUG	256	29100	timeout waiting on upstream
1709	1700022217	web-2	ERROR	263	29117	wrote batch
1710	1700022230	api-1	INFO	270	29134	auth ok
1711	1700022243	api-2	INFO	277	29151	rate limited
1712	1700022256	worker-a	INFO	284	29168	accepted connection
1713	1700022269	worker-b	WARN	291	29185	query ok
1714	1700022282	cache-1	DEBUG	298	29202	cache miss
1715	1700022295	web-1	ERROR	305	29219	retry scheduled
1716	1700022308	web-2	INFO	312	29236	timeout waiting on upstream
1717	1700022321	api-1	INFO	319	29253	wrote batch
1718	1700022334	api-2	INFO	326	29270	auth ok
1719	1700022347	worker-a	WARN	333	29287	rate limited
1720	1700022360	worker-b	DEBUG	340	29304	accepted connection
1721	1700022373	cache-1	ERROR	347	29321	query ok
1722	1700022386	web-1	INFO	354	29338	cache miss
1723	1700022399	web-2	INFO	361	29355	retry scheduled
1724	1700022412	api-1	INFO	368	29372	timeout waiting on upstream
1725	1700022425	api-2	WARN	375	29389	wrote batch
1726	1700022438	worker-a	DEBUG	382	29406	auth ok
1727	1700022451	worker-b	ERROR	389	29423	rate limited
1728	1700022464	cache-1	INFO	396	29440	accepted connection
1729	1700022477	web-1	INFO	403	29457	query ok
1730	1700022490	web-2	INFO	410	29474	cache miss
1731	1700022503	api-1	WARN	417	29491	retry scheduled
1732	1700022516	api-2	DEBUG	424	29508	timeout waiting on upstream
1733	1700022529	worker-a	ERROR	431	29525	wrote batch
1734	1700022542	worker-b	INFO	438	29542	auth ok
1735	1700022555	cache-1	INFO	445	29559	rate limited
1736	1700022568	web-1	INFO	452	29576	accepted connection
1737	1700022581	web-2	WARN	459	29593	query ok
1738	1700022594	api-1	DEBUG	466	29610	cache miss
1739	1700022607	api-2	ERROR	473	29627	retry scheduled
1740	1700022620	worker-a	INFO	480	29644	timeout waiting on upstream
1741	1700022633	worker-b	INFO	487	29661	wrote batch
1742	1700022646	cache-1	INFO	494	29678	auth ok
1743	1700022659	web-1	WARN	501	29695	rate limited
1744	1700022672	web-2	DEBUG	508	29712	accepted connection
1745	1700022685	api-1	ERROR	515	29729	query ok
1746	1700022698	api-2	INFO	522	29746	cache miss
1747	1700022711	worker-a	INFO	529	29763	retry scheduled
1748	1700022724	worker-b	INFO	536	29780	timeout waiting on upstream
1749	1700022737	cache-1	WARN	543	29797	wrote batch
1750	1700022750	web-1	DEBUG	550	29814	auth ok
1751	1700022763	web-2	ERROR	557	29831	rate limited
1752	1700022776	api-1	INFO	564	29848	accepted connection
1753	1700022789	api-2	INFO	571	29865	query ok
1754	1700022802	worker-a	INFO	578	29882	cache miss
1755	1700022815	worker-b	WARN	585	29899	retry scheduled
1756	1700022828	cache-1	DEBUG	592	29916	timeout waiting on upstream
1757	1700022841	web-1	ERROR	599	29933	wrote batch
1758	1700022854	web-2	INFO	606	29950	auth ok
1759	1700022867	api-1	INFO	613	29967	rate limited
1760	1700022880	api-2	INFO	620	29984	accepted connection
1761	1700022893	worker-a	WARN	627	30001	query ok
1762	1700022906	worker-b	DEBUG	634	30018	cache miss
1763	1700022919	cache-1	ERROR	641	30035	retry scheduled
1764	1700022932	web-1	INFO	648	30052	timeout waiting on upstream
1765	1700022945	web-2	INFO	655	30069	wrote batch
1766	1700022958	api-1	INFO	662	30086	auth ok
1767	1700022971	api-2	WARN	669	30103	rate limited
1768	1700022984	worker-a	DEBUG	676	30120	accepted connection
1769	1700022997	worker-b	ERROR	683	30137	query ok
1770	1700023010	cache-1	INFO	690	30154	cache miss
1771	1700023023	web-1	INFO	697	30171	retry scheduled
1772	1700023036	web-2	INFO	704	30188	timeout waiting on upstream
1773	1700023049	api-1	WARN	711	30205	wrote batch
1774	1700023062	api-2	DEBUG	718	30222	auth ok
1775	1700023075	worker-a	ERROR	725	30239	rate limited
1776	1700023088	worker-b	INFO	732	30256	accepted connection
1777	1700023101	cache-1	INFO	739	30273	query ok
1778	1700023114	web-1	INFO	746	30290	cache miss
1779	1700023127	web-2	WARN	753	30307	retry scheduled
1780	1700023140	api-1	DEBUG	760	30324	timeout waiting on upstream
1781	1700023153	api-2	ERROR	767	30341	wrote batch
1782	1700023166	worker-a	INFO	774	30358	auth ok
1783	1700023179	worker-b	INFO	781	30375	rate limited
1784	1700023192	cache-1	INFO	788	30392	accepted connection
1785	1700023205	web-1	WARN	795	30409	query ok
1786	1700023218	web-2	DEBUG	802	30426	cache miss
1787	1700023231	api-1	ERROR	809	30443	retry scheduled
1788	1700023244	api-2	INFO	816	30460	timeout waiting on upstream
1789	1700023257	worker-a	INFO	823	30477	wrote batch
1790	1700023270	worker-b	INFO	830	30494	auth ok
1791	1700023283	cache-1	WARN	837	30511	rate limited
1792	1700023296	web-1	DEBUG	844	30528	accepted connection
1793	1700023309	web-2	ERROR	851	30545	query ok
1794	1700023322	api-1	INFO	858	30562	cache miss
1795	1700023335	api-2	INFO	865	30579	retry scheduled
1796	1700023348	worker-a	INFO	872	30596	timeout waiting on upstream
1797	1700023361	worker-b	WARN	879	30613	wrote batch
1798	1700023374	cache-1	DEBUG	886	30630	auth ok
1799	1700023387	web-1	ERROR	893	30647	rate limited
1800	1700023400	web-2	INFO	0	30664	accepted connection
1801	1700023413	api-1	INFO	7	30681	query ok
1802	1700023426	api-2	INFO	14	30698	cache miss
1803	1700023439	worker-a	WARN	21	30715	retry scheduled
1804	1700023452	worker-b	DEBUG	28	30732	timeout waiting on upstream
1805	1700023465	cache-1	ERROR	35	30749	wrote batch
1806	1700023478	web-1	INFO	42	30766	auth ok
1807	1700023491	web-2	INFO	49	30783	rate limited
1808	1700023504	api-1	INFO	56	30800	accepted connection
1809	1700023517	api-2	WARN	63	30817	query ok
1810	1700023530	worker-a	DEBUG	70	30834	cache miss
1811	1700023543	worker-b	ERROR	77	30851	retry scheduled
1812	1700023556	cache-1	INFO	84	30868	timeout waiting on upstream
1813	1700023569	web-1	INFO	91	30885	wrote batch
1814	1700023582	web-2	INFO	98	30902	auth ok
1815	1700023595	api-1	WARN	105	30919	rate limited
1816	1700023608	api-2	DEBUG	112	30936	accepted connection
1817	1700023621	worker-a	ERROR	119	30953	query ok
1818	1700023634	worker-b	INFO	126	30970	cache miss
1819	1700023647	cache-1	INFO	133	30987	retry scheduled
1820	1700023660	web-1	INFO	140	31004	timeout waiting on upstream
1821	1700023673	web-2	WARN	147	31021	wrote batch
1822	1700023686	api-1	DEBUG	154	31038	auth ok
1823	1700023699	api-2	ERROR	161	31055	rate limited
1824	1700023712	worker-a	INFO	168	31072	accepted connection
1825	1700023725	worker-b	INFO	175	31089	query ok
1826	1700023738	cache-1	INFO	182	31106	cache miss
1827	1700023751	web-1	WARN	189	31123	retry scheduled
1828	1700023764	web-2	DEBUG	196	31140	timeout waiting on upstream
1829	1700023777	api-1	ERROR	203	31157	wrote batch
1830	1700023790	api-2	INFO	210	31174	auth ok
1831	1700023803	worker-a	INFO	217	31191	rate limited
1832	1700023816	worker-b	INFO	224	31208	accepted connection
1833	1700023829	cache-1	WARN	231	31225	query ok
1834	1700023842	web-1	DEBUG	238	31242	cache miss
1835	1700023855	web-2	ERROR	245	31259	retry scheduled
1836	1700023868	api-1	INFO	252	31276	timeout waiting on upstream
1837	1700023881	api-2	INFO	259	31293	wrote batch
1838	1700023894	worker-a	INFO	266	31310	auth ok
1839	1700023907	worker-b	WARN	273	31327	rate limited
1840	1700023920	cache-1	DEBUG	280	31344	accepted connection
1841	1700023933	web-1	ERROR	287	31361	query ok
1842	1700023946	web-2	INFO	294	31378	cache miss
1843	1700023959	api-1	INFO	301	31395	retry scheduled
1844	1700023972	api-2	INFO	308	31412	timeout waiting on upstream
1845	1700023985	worker-a	WARN	315	31429	wrote batch
1846	1700023998	worker-b	DEBUG	322	31446	auth ok
1847	1700024011	cache-1	ERROR	329	31463	rate limited
1848	1700024024	web-1	INFO	336	31480	accepted connection
1849	1700024037	web-2	INFO	343	31497	query ok
1850	1700024050	api-1	INFO	350	31514	cache miss
1851	1700024063	api-2	WARN	357	31531	retry scheduled
1852	1700024076	worker-a	DEBUG	364	31548	timeout waiting on upstream
1853	1700024089	worker-b	ERROR	371	31565	wrote batch
1854	1700024102	cache-1	INFO	378	31582	auth ok
1855	1700024115	web-1	INFO	385	31599	rate limited
1856	1700024128	web-2	INFO	392	31616	accepted connection
1857	1700024141	api-1	WARN	399	31633	query ok
1858	1700024154	api-2	DEBUG	406	31650	cache miss
1859	1700024167	worker-a	ERROR	413	31667	retry scheduled
1860	1700024180	worker-b	INFO	420	31684	timeout waiting on upstream
1861	1700024193	cache-1	INFO	427	31701	wrote batch
1862	1700024206	web-1	INFO	434	31718	auth ok
1863	1700024219	web-2	WARN	441	31735	rate limited
1864	1700024232	api-1	DEBUG	448	31752	accepted connection
1865	1700024245	api-2	ERROR	455	31769	query ok
1866	1700024258	worker-a	INFO	462	31786	cache miss
1867	1700024271	worker-b	INFO	469	31803	retry scheduled
1868	1700024284	cache-1	INFO	476	31820	timeout waiting on upstream
1869	1700024297	web-1	WARN	483	31837	wrote batch
1870	1700024310	web-2	DEBUG	490	31854	auth ok
1871	1700024323	api-1	ERROR	497	31871	rate limited
1872	1700024336	api-2	INFO	504	31888	accepted connection
1873	1700024349	worker-a	INFO	511	31905	query ok
1874	1700024362	worker-b	INFO	518	31922	cache miss
1875	1700024375	cache-1	WARN	525	31939	retry scheduled
1876	1700024388	web-1	DEBUG	532	31956	timeout waiting on upstream
1877	1700024401	web-2	ERROR	539	31973	wrote batch
1878	1700024414	api-1	INFO	546	31990	auth ok
1879	1700024427	api-2	INFO	553	32007	rate limited
1880	1700024440	worker-a	INFO	560	32024	accepted connection
1881	1700024453	worker-b	WARN	567	32041	query ok
1882	1700024466	cache-1	DEBUG	574	32058	cache miss
1883	1700024479	web-1	ERROR	581	32075	retry scheduled
1884	1700024492	web-2	INFO	588	32092	timeout waiting on upstream
1885	1700024505	api-1	INFO	595	32109	wrote batch
1886	1700024518	api-2	INFO	602	32126	auth ok
1887	1700024531	worker-a	WARN	609	32143	rate limited
1888	1700024544	worker-b	DEBUG	616	32160	accepted connection
1889	1700024557	cache-1	ERROR	623	32177	query ok
1890	1700024570	web-1	INFO	630	32194	cache miss
1891	1700024583	web-2	INFO	637	32211	retry scheduled
1892	1700024596	api-1	INFO	644	32228	timeout waiting on upstream
1893	1700024609	api-2	WARN	651	32245	wrote batch
1894	1700024622	worker-a	DEBUG	658	32262	auth ok
1895	1700024635	worker-b	ERROR	665	32279	rate limited
1896	1700024648	cache-1	INFO	672	32296	accepted connection
1897	1700024661	web-1	INFO	679	32313	query ok
1898	1700024674	web-2	INFO	686	32330	cache miss
1899	1700024687	api-1	WARN	693	32347	retry scheduled
1900	1700024700	api-2	DEBUG	700	32364	timeout waiting on upstream
1901	1700024713	worker-a	ERROR	707	32381	wrote batch
1902	1700024726	worker-b	INFO	714	32398	auth ok
1903	1700024739	cache-1	INFO	721	32415	rate limited
1904	1700024752	web-1	INFO	728	32432	accepted connection
1905	1700024765	web-2	WARN	735	32449	query ok
1906	1700024778	api-1	DEBUG	742	32466	cache miss
1907	1700024791	api-2	ERROR	749	32483	retry scheduled
1908	1700024804	worker-a	INFO	756	32500	timeout waiting on upstream
1909	1700024817	worker-b	INFO	763	32517	wrote batch
1910	1700024830	cache-1	INFO	770	32534	auth ok
1911	1700024843	web-1	WARN	777	32551	rate limited
1912	1700024856	web-2	DEBUG	784	32568	accepted connection
1913	1700024869	api-1	ERROR	791	32585	query ok
1914	1700024882	api-2	INFO	798	32602	cache miss
1915	1700024895	worker-a	INFO	805	32619	retry scheduled
1916	1700024908	worker-b	INFO	812	32636	timeout waiting on upstream
1917	1700024921	cache-1	WARN	819	32653	wrote batch
1918	1700024934	web-1	DEBUG	826	32670	auth ok
1919	1700024947	web-2	ERROR	833	32687	rate limited
1920	1700024960	api-1	INFO	840	32704	accepted connection
1921	1700024973	api-2	INFO	847	32721	query ok
1922	1700024986	worker-a	INFO	854	32738	cache miss
1923	1700024999	worker-b	WARN	861	32755	retry scheduled
1924	1700025012	cache-1	DEBUG	868	32772	timeout waiting on upstream
1925	1700025025	web-1	ERROR	875	32789	wrote batch
1926	1700025038	web-2	INFO	882	32806	auth ok
1927	1700025051	api-1	INFO	889	32823	rate limited
1928	1700025064	api-2	INFO	896	32840	accepted connection
1929	1700025077	worker-a	WARN	3	32857	query ok
1930	1700025090	worker-b	DEBUG	10	32874	cache miss
1931	1700025103	cache-1	ERROR	17	32891	retry scheduled
1932	1700025116	web-1	INFO	24	32908	timeout waiting on upstream
1933	1700025129	web-2	INFO	31	32925	wrote batch
1934	1700025142	api-1	INFO	38	32942	auth ok
1935	1700025155	api-2	WARN	45	32959	rate limited
1936	1700025168	worker-a	DEBUG	52	32976	accepted connection
1937	1700025181	worker-b	ERROR	59	32993	query ok
1938	1700025194	cache-1	INFO	66	33010	cache miss
1939	1700025207	web-1	INFO	73	33027	retry scheduled
1940	1700025220	web-2	INFO	80	33044	timeout waiting on upstream
1941	1700025233	api-1	WARN	87	33061	wrote batch
1942	1700025246	api-2	DEBUG	94	33078	auth ok
1943	1700025259	worker-a	ERROR	101	33095	rate limited
1944	1700025272	worker-b	INFO	108	33112	accepted connection
1945	1700025285	cache-1	INFO	115	33129	query ok
1946	1700025298	web-1	INFO	122	33146	cache miss
1947	1700025311	web-2	WARN	129	33163	retry scheduled
1948	1700025324	api-1	DEBUG	136	33180	timeout waiting on upstream
1949	1700025337	api-2	ERROR	143	33197	wrote batch
1950	1700025350	worker-a	INFO	150	33214	auth ok
1951	1700025363	worker-b	INFO	157	33231	rate limited
1952	1700025376	cache-1	INFO	164	33248	accepted connection
1953	1700025389	web-1	WARN	171	33265	query ok
1954	1700025402	web-2	DEBUG	178	33282	cache miss
1955	1700025415	api-1	ERROR	185	33299	retry scheduled
1956	1700025428	api-2	INFO	192	33316	timeout waiting on upstream
1957	1700025441	worker-a	INFO	199	33333	wrote batch
1958	1700025454	worker-b	INFO	206	33350	auth ok
1959	1700025467	cache-1	WARN	213	33367	rate limited
1960	1700025480	web-1	DEBUG	220	33384	accepted connection
1961	1700025493	web-2	ERROR	227	33401	query ok
1962	1700025506	api-1	INFO	234	33418	cache miss
1963	1700025519	api-2	INFO	241	33435	retry scheduled
1964	1700025532	worker-a	INFO	248	33452	timeout waiting on upstream
1965	1700025545	worker-b	WARN	255	33469	wrote batch
1966	1700025558	cache-1	DEBUG	262	33486	auth ok
1967	1700025571	web-1	ERROR	269	33503	rate limited
1968	1700025584	web-2	INFO	276	33520	accepted connection
1969	1700025597	api-1	INFO	283	33537	query ok
1970	1700025610	api-2	INFO	290	33554	cache miss
1971	1700025623	worker-a	WARN	297	33571	retry scheduled
1972	1700025636	worker-b	DEBUG	304	33588	timeout waiting on upstream
1973	1700025649	cache-1	ERROR	311	33605	wrote batch
1974	1700025662	web-1	INFO	318	33622	auth ok
1975	1700025675	web-2	INFO	325	33639	rate limited
1976	1700025688	api-1	INFO	332	33656	accepted connection
1977	1700025701	api-2	WARN	339	33673	query ok
1978	1700025714	worker-a	DEBUG	346	33690	cache miss
1979	1700025727	worker-b	ERROR	353	33707	retry scheduled
1980	1700025740	cache-1	INFO	360	33724	timeout waiting on upstream
1981	1700025753	web-1	INFO	367	33741	wrote batch
1982	1700025766	web-2	INFO	374	33758	auth ok
1983	1700025779	api-1	WARN	381	33775	rate limited
1984	1700025792	api-2	DEBUG	388	33792	accepted connection
1985	1700025805	worker-a	ERROR	395	33809	query ok
1986	1700025818	worker-b	INFO	402	33826	cache miss
1987	1700025831	cache-1	INFO	409	33843	retry scheduled
1988	1700025844	web-1	INFO	416	33860	timeout waiting on upstream
1989	1700025857	web-2	WARN	423	33877	wrote batch
1990	1700025870	api-1	DEBUG	430	33894	auth ok
1991	1700025883	api-2	ERROR	437	33911	rate limited
1992	1700025896	worker-a	INFO	444	33928	accepted connection
1993	1700025909	worker-b	INFO	451	33945	query ok
1994	1700025922	cache-1	INFO	458	33962	cache miss
1995	1700025935	web-1	WARN	465	33979	retry scheduled
1996	1700025948	web-2	DEBUG	472	33996	timeout waiting on upstream
1997	1700025961	api-1	ERROR	479	34013	wrote batch
1998	1700025974	api-2	INFO	486	34030	auth ok
1999	1700025987	worker-a	INFO	493	34047	rate limited
2000	1700026000	worker-b	INFO	500	34064	accepted connection
2001	1700026013	cache-1	WARN	507	34081	query ok
2002	1700026026	web-1	DEBUG	514	34098	cache miss
2003	1700026039	web-2	ERROR	521	34115	retry scheduled
2004	1700026052	api-1	INFO	528	34132	timeout waiting on upstream
2005	1700026065	api-2	INFO	535	34149	wrote batch
2006	1700026078	worker-a	INFO	542	34166	auth ok
2007	1700026091	worker-b	WARN	549	34183	rate limited
2008	1700026104	cache-1	DEBUG	556	34200	accepted connection
2009	1700026117	web-1	ERROR	563	34217	query ok
2010	1700026130	web-2	INFO	570	34234	cache miss
2011	1700026143	api-1	INFO	577	34251	retry scheduled
2012	1700026156	api-2	INFO	584	34268	timeout waiting on upstream
2013	1700026169	worker-a	WARN	591	34285	wrote batch
2014	1700026182	worker-b	DEBUG	598	34302	auth ok
2015	1700026195	cache-1	ERROR	605	34319	rate limited
2016	1700026208	web-1	INFO	612	34336	accepted connection
2017	1700026221	web-2	INFO	619	34353	query ok
2018	1700026234	api-1	INFO	626	34370	cache miss
2019	1700026247	api-2	WARN	633	34387	retry scheduled
2020	1700026260	worker-a	DEBUG	640	34404	timeout waiting on upstream
2021	1700026273	worker-b	ERROR	647	34421	wrote batch
2022	1700026286	cache-1	INFO	654	34438	auth ok
2023	1700026299	web-1	INFO	661	34455	rate limited
2024	1700026312	web-2	INFO	668	34472	accepted connection
2025	1700026325	api-1	WARN	675	34489	query ok
2026	1700026338	api-2	DEBUG	682	34506	cache miss
2027	1700026351	worker-a	ERROR	689	34523	retry scheduled
2028	1700026364	worker-b	INFO	696	34540	timeout waiting on upstream
